x,y,z
14.588000297546387,323.87701416015625,-1.6059999465942383
16.06399917602539,330.65399169921875,1.7999999523162842
12.050000190734863,324.1050109863281,8.62399959564209
14.588000297546387,323.87701416015625,-1.6059999465942383
12.050000190734863,324.1050109863281,8.62399959564209
11.116999626159668,318.7909851074219,4.083000183105469
12.598999977111816,327.20098876953125,-8.506999969482422
14.194999694824219,333.5830078125,-5.86299991607666
8.10200023651123,335.18798828125,-14.697999954223633
12.598999977111816,327.20098876953125,-8.506999969482422
8.10200023651123,335.18798828125,-14.697999954223633
8.039999961853027,328.4530029296875,-15.553999900817871
14.767000198364258,333.7090148925781,-6.613999843597412
16.030000686645508,327.62701416015625,-7.474999904632568
10.005999565124512,329.32501220703125,-16.72800064086914
14.767000198364258,333.7090148925781,-6.613999843597412
10.005999565124512,329.32501220703125,-16.72800064086914
8.60200023651123,335.239990234375,-15.348999977111816
8.60200023651123,335.239990234375,-15.348999977111816
10.005999565124512,329.32501220703125,-16.72800064086914
0.0,329.1910095214844,-19.261999130249023
8.60200023651123,335.239990234375,-15.348999977111816
0.0,329.1910095214844,-19.261999130249023
0.0,334.9649963378906,-17.638999938964844
12.229000091552734,324.4570007324219,8.734000205993652
15.39799976348877,319.4809875488281,7.984000205993652
18.06999969482422,325.0840148925781,0.47200000286102295
12.229000091552734,324.4570007324219,8.734000205993652
18.06999969482422,325.0840148925781,0.47200000286102295
16.367000579833984,331.1440124511719,1.5829999446868896
16.367000579833984,331.1440124511719,1.5829999446868896
18.06999969482422,325.0840148925781,0.47200000286102295
16.030000686645508,327.62701416015625,-7.474999904632568
16.367000579833984,331.1440124511719,1.5829999446868896
16.030000686645508,327.62701416015625,-7.474999904632568
14.767000198364258,333.7090148925781,-6.613999843597412
12.598999977111816,327.20098876953125,-8.506999969482422
14.26099967956543,323.87701416015625,-1.1720000505447388
15.737000465393066,330.781005859375,2.2339999675750732
12.598999977111816,327.20098876953125,-8.506999969482422
15.737000465393066,330.781005859375,2.2339999675750732
14.194999694824219,333.5830078125,-5.86299991607666
11.739999771118164,324.4219970703125,8.619000434875488
10.687000274658203,318.7909851074219,4.050000190734863
5.210000038146973,314.2650146484375,9.9350004196167
14.26099967956543,323.87701416015625,-1.1720000505447388
10.687000274658203,318.7909851074219,4.050000190734863
11.739999771118164,324.4219970703125,8.619000434875488
14.26099967956543,323.87701416015625,-1.1720000505447388
11.739999771118164,324.4219970703125,8.619000434875488
15.737000465393066,330.781005859375,2.2339999675750732
12.050000190734863,324.1050109863281,8.62399959564209
5.639999866485596,314.2650146484375,10.020999908447266
11.116999626159668,318.7909851074219,4.083000183105469
12.793000221252441,327.20098876953125,-8.9399995803833
14.388999938964844,333.45599365234375,-6.296999931335449
16.06399917602539,330.65399169921875,1.7999999523162842
12.793000221252441,327.20098876953125,-8.9399995803833
16.06399917602539,330.65399169921875,1.7999999523162842
14.588000297546387,323.87701416015625,-1.6059999465942383
12.793000221252441,327.20098876953125,-8.9399995803833
8.039999961853027,328.4530029296875,-15.98799991607666
8.072999954223633,334.9620056152344,-15.130999565124512
12.793000221252441,327.20098876953125,-8.9399995803833
8.072999954223633,334.9620056152344,-15.130999565124512
14.388999938964844,333.45599365234375,-6.296999931335449
0.0,328.29901123046875,-17.44300079345703
0.0,334.68701171875,-17.325000762939453
8.072999954223633,334.9620056152344,-15.130999565124512
0.0,328.29901123046875,-17.44300079345703
8.072999954223633,334.9620056152344,-15.130999565124512
8.039999961853027,328.4530029296875,-15.98799991607666
0.0,312.1029968261719,-24.486000061035156
0.0,320.5159912109375,-21.270999908447266
7.046999931335449,320.4849853515625,-21.884000778198242
0.0,312.1029968261719,-24.486000061035156
7.046999931335449,320.4849853515625,-21.884000778198242
6.5960001945495605,312.3110046386719,-25.082000732421875
6.5960001945495605,312.3110046386719,-25.082000732421875
7.046999931335449,320.4849853515625,-21.884000778198242
16.361000061035156,319.66400146484375,-22.694000244140625
6.5960001945495605,312.3110046386719,-25.082000732421875
16.361000061035156,319.66400146484375,-22.694000244140625
15.85200023651123,312.0769958496094,-25.006999969482422
15.85200023651123,312.0769958496094,-25.006999969482422
16.361000061035156,319.66400146484375,-22.694000244140625
25.79800033569336,318.9960021972656,-22.679000854492188
15.85200023651123,312.0769958496094,-25.006999969482422
25.79800033569336,318.9960021972656,-22.679000854492188
25.179000854492188,310.9490051269531,-25.22800064086914
22.034000396728516,265.197998046875,-6.339000225067139
22.229000091552734,264.0989990234375,2.7330000400543213
23.152999877929688,257.2820129394531,1.9910000562667847
24.99799919128418,306.6050109863281,4.193999767303467
21.908000946044922,308.4880065917969,9.236000061035156
26.334999084472656,302.8869934082031,15.602999687194824
26.334999084472656,302.8869934082031,15.602999687194824
21.908000946044922,308.4880065917969,9.236000061035156
14.211999893188477,308.4859924316406,14.142000198364258
26.334999084472656,302.8869934082031,15.602999687194824
14.211999893188477,308.4859924316406,14.142000198364258
18.707000732421875,303.75799560546875,22.540000915527344
18.707000732421875,303.75799560546875,22.540000915527344
14.211999893188477,308.4859924316406,14.142000198364258
6.395999908447266,308.35400390625,17.045000076293945
18.707000732421875,303.75799560546875,22.540000915527344
6.395999908447266,308.35400390625,17.045000076293945
9.413999557495117,303.89599609375,26.198999404907227
9.413999557495117,303.89599609375,26.198999404907227
6.395999908447266,308.35400390625,17.045000076293945
0.0,307.3110046386719,17.000999450683594
9.413999557495117,303.89599609375,26.198999404907227
0.0,307.3110046386719,17.000999450683594
0.0,302.87298583984375,25.006999969482422
0.0,262.85400390625,-13.350000381469727
0.0,270.3609924316406,-13.760000228881836
7.316999912261963,271.072998046875,-14.170000076293945
0.0,262.85400390625,-13.350000381469727
7.316999912261963,271.072998046875,-14.170000076293945
7.168000221252441,263.3179931640625,-12.795000076293945
24.611000061035156,298.4779968261719,-18.551000595092773
26.523000717163086,303.49798583984375,-22.881000518798828
30.437999725341797,301.5589904785156,-20.75
24.611000061035156,298.4779968261719,-18.551000595092773
30.437999725341797,301.5589904785156,-20.75
29.399999618530273,299.01800537109375,-17.18000030517578
0.0,270.3609924316406,-13.760000228881836
0.0,278.06298828125,-15.70199966430664
7.36899995803833,279.32598876953125,-16.493000030517578
0.0,270.3609924316406,-13.760000228881836
7.36899995803833,279.32598876953125,-16.493000030517578
7.316999912261963,271.072998046875,-14.170000076293945
0.0,285.96099853515625,-18.566999435424805
0.0,294.5660095214844,-21.46299934387207
7.2179999351501465,295.9939880371094,-22.594999313354492
0.0,285.96099853515625,-18.566999435424805
7.2179999351501465,295.9939880371094,-22.594999313354492
7.4670000076293945,286.84100341796875,-19.104999542236328
0.0,302.177001953125,-23.913000106811523
0.0,312.1029968261719,-24.486000061035156
6.5960001945495605,312.3110046386719,-25.082000732421875
0.0,302.177001953125,-23.913000106811523
6.5960001945495605,312.3110046386719,-25.082000732421875
6.873000144958496,302.9519958496094,-24.649999618530273
35.79399871826172,321.7170104980469,-10.592000007629395
33.63800048828125,319.1239929199219,-5.135000228881836
39.74300003051758,314.2619934082031,-6.376999855041504
35.79399871826172,321.7170104980469,-10.592000007629395
39.74300003051758,314.2619934082031,-6.376999855041504
41.599998474121094,316.4309997558594,-10.746999740600586
7.168000221252441,263.3179931640625,-12.795000076293945
7.316999912261963,271.072998046875,-14.170000076293945
15.923999786376953,272.88800048828125,-14.104999542236328
7.168000221252441,263.3179931640625,-12.795000076293945
15.923999786376953,272.88800048828125,-14.104999542236328
15.762999534606934,264.3030090332031,-12.545999526977539
7.316999912261963,271.072998046875,-14.170000076293945
7.36899995803833,279.32598876953125,-16.493000030517578
16.301000595092773,280.7070007324219,-16.03700065612793
7.316999912261963,271.072998046875,-14.170000076293945
16.301000595092773,280.7070007324219,-16.03700065612793
15.923999786376953,272.88800048828125,-14.104999542236328
